Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,igseq_BarcodeFwd,igseq_BarcodeRev,igseq_Chain,igseq_Run,igseq_Specimen_CellCount,igseq_Specimen_CellType,igseq_Specimen,igseq_Specimen_Subject,igseq_Specimen_Timepoint,igseq_Type,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR29319398,missing,AMPLICON,604,3702332156,PRJNA1121265,SAMN41745440,Model organism or animal,2707405573,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836044,uncalculated,uncalculated,missing,3,7,light,210611_M05588_0423_000000000-JHYVH,101000,IgG+,RM42056WK72IGG,42056,72,kappa,Illumina MiSeq,42056,RM42056WK72GK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:32:00Z,1,RM42056WK72GK,missing,SRP512417,missing
SRR29319351,missing,AMPLICON,606,2127060,PRJNA1121265,SAMN41745412,Model organism or animal,1538236,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836091,uncalculated,uncalculated,missing,1,17,heavy,201207_M05588_0357_000000000-JF895,120000,IgG+,RM6561WK104IGG,6561,104,gamma,Illumina MiSeq,6561,RM6561WK104GH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:29:00Z,1,RM6561WK104GH3,missing,SRP512417,missing
SRR29319352,missing,AMPLICON,604,2047831196,PRJNA1121265,SAMN41745435,Model organism or animal,1295015530,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836090,uncalculated,uncalculated,missing,3,17,heavy,210514_M00281_0026_000000000-JL5N2,559000,IgM+,RM41328WK72IGM,41328,72,mu,Illumina MiSeq,41328,RM41328WK72MH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM41328WK72MH2,missing,SRP512417,missing
SRR29319353,missing,AMPLICON,604,1153739660,PRJNA1121265,SAMN41745434,Model organism or animal,780926802,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836089,uncalculated,uncalculated,missing,8,14,light,210423_M05588_0405_000000000-JLM2F,658000,IgM+,RMT646WK16IGM,T646,16,lambda,Illumina MiSeq,T646,RMT646WK16ML,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RMT646WK16ML,missing,SRP512417,missing
SRR29319354,missing,AMPLICON,605,438399940,PRJNA1121265,SAMN41745433,Model organism or animal,268428951,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836088,uncalculated,uncalculated,missing,7,18,heavy,210430_M00281_0021_000000000-JMJ8T,658000,IgM+,RMT646WK16IGM,T646,16,mu,Illumina MiSeq,T646,RMT646WK16MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMT646WK16MH,missing,SRP512417,missing
SRR29319355,missing,AMPLICON,604,587091624,PRJNA1121265,SAMN41745406,Model organism or animal,305663812,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836087,uncalculated,uncalculated,missing,8,13,light,200904_M05588_0331_000000000-J6442,120000,IgG+,RM6561WK104IGG,6561,104,lambda,Illumina MiSeq,6561,RM6561WK104GL,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM6561WK104GL,missing,SRP512417,missing
SRR29319356,missing,AMPLICON,605,1825184570,PRJNA1121265,SAMN41745432,Model organism or animal,1022451486,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836086,uncalculated,uncalculated,missing,2,8,light,210416_M00281_0015_000000000-JLRPF,320000,IgM+,RM40591WK96IGM,40591,96,kappa,Illumina MiSeq,40591,RM40591WK96ML3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:32:00Z,1,RM40591WK96ML3,missing,SRP512417,missing
SRR29319358,missing,AMPLICON,604,2369467840,PRJNA1121265,SAMN41745430,Model organism or animal,1569854011,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836084,uncalculated,uncalculated,missing,3,18,heavy,210324_M00281_0007_000000000-JLRFW,200000,IgM+,RMV033WK04IGM,V033,4,mu,Illumina MiSeq,V033,RMV033WK04MH6,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:33:00Z,1,RMV033WK04MH6,missing,SRP512417,missing
SRR29319359,missing,AMPLICON,603,1540298979,PRJNA1121265,SAMN41745429,Model organism or animal,925648376,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836083,uncalculated,uncalculated,missing,4,7,light,210319_M00281_0004_000000000-JJ3LL,221000,IgM+,RM6070WK12IGM,6070,12,kappa,Illumina MiSeq,6070,RM6070WK12MK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:32:00Z,1,RM6070WK12MK,missing,SRP512417,missing
SRR29319360,missing,AMPLICON,604,1437280212,PRJNA1121265,SAMN41745428,Model organism or animal,907097051,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836082,uncalculated,uncalculated,missing,3,16,heavy,210401_M05588_0397_000000000-JLRG6,221000,IgM+,RM6070WK12IGM,6070,12,mu,Illumina MiSeq,6070,RM6070WK12MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM6070WK12MH,missing,SRP512417,missing
SRR29319363,missing,AMPLICON,605,972666365,PRJNA1121265,SAMN41745425,Model organism or animal,531258591,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836079,uncalculated,uncalculated,missing,2,8,light,210305_M05588_0384_000000000-JGBFB,320000,IgM+,RM40591WK96IGM,40591,96,kappa,Illumina MiSeq,40591,RM40591WK96ML2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM40591WK96ML2,missing,SRP512417,missing
SRR29319364,missing,AMPLICON,602,216178802,PRJNA1121265,SAMN41745424,Model organism or animal,113790300,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836078,uncalculated,uncalculated,missing,5,18,heavy,210219_M00281_0678_000000000-JK5F8,320000,IgM+,RM40591WK96IGM,40591,96,mu,Illumina MiSeq,40591,RM40591WK96MH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM40591WK96MH3,missing,SRP512417,missing
SRR29319365,missing,AMPLICON,603,1628887518,PRJNA1121265,SAMN41745423,Model organism or animal,813875396,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836077,uncalculated,uncalculated,missing,4,7,light,210203_M00281_0673_000000000-JGBDK,200000,IgM+,RMV033WK04IGM,V033,4,kappa,Illumina MiSeq,V033,RMV033WK04MK5,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MK5,missing,SRP512417,missing
SRR29319366,missing,AMPLICON,604,335942988,PRJNA1121265,SAMN41745405,Model organism or animal,185850483,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836076,uncalculated,uncalculated,missing,3,18,heavy,200904_M05588_0331_000000000-J6442,120000,IgG+,RM6561WK104IGG,6561,104,gamma,Illumina MiSeq,6561,RM6561WK104GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM6561WK104GH,missing,SRP512417,missing
SRR29319368,missing,AMPLICON,603,211200147,PRJNA1121265,SAMN41745421,Model organism or animal,124248771,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836074,uncalculated,uncalculated,missing,4,7,light,210126_M05588_0367_000000000-JF8P7,200000,IgM+,RMV033WK04IGM,V033,4,kappa,Illumina MiSeq,V033,RMV033WK04MK4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MK4,missing,SRP512417,missing
SRR29319369,missing,AMPLICON,604,68785936,PRJNA1121265,SAMN41745420,Model organism or animal,42902973,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836073,uncalculated,uncalculated,missing,3,18,heavy,210126_M05588_0367_000000000-JF8P7,200000,IgM+,RMV033WK04IGM,V033,4,mu,Illumina MiSeq,V033,RMV033WK04MH4,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV033WK04MH4,missing,SRP512417,missing
SRR29319370,missing,AMPLICON,603,161001,PRJNA1121265,SAMN41745419,Model organism or animal,167147,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836072,uncalculated,uncalculated,missing,4,7,light,210107_M05588_0362_000000000-JF87R,200000,IgM+,RMV033WK04IGM,V033,4,kappa,Illumina MiSeq,V033,RMV033WK04MK3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:29:00Z,1,RMV033WK04MK3,missing,SRP512417,missing
SRR29319381,missing,AMPLICON,602,101371382,PRJNA1121265,SAMN41745409,Model organism or animal,80686400,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836061,uncalculated,uncalculated,missing,5,18,heavy,200925_M00281_0636_000000000-J9NFC,320000,IgM+,RM40591WK96IGM,40591,96,mu,Illumina MiSeq,40591,RM40591WK96MH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM40591WK96MH,missing,SRP512417,missing
SRR29319383,missing,AMPLICON,605,1284343610,PRJNA1121265,SAMN41745453,Model organism or animal,869336680,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836059,uncalculated,uncalculated,missing,17,20,heavy,220701_M05588_0534_000000000-KG7DH,79690,IgG+,RMV031WK56IGG,V031,56,gamma,Illumina MiSeq,V031,RMV031WK56GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RMV031WK56GH,missing,SRP512417,missing
SRR29319388,missing,AMPLICON,604,449636324,PRJNA1121265,SAMN41745449,Model organism or animal,300770998,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836054,uncalculated,uncalculated,missing,8,17,heavy,211217_M05588_0485_000000000-K457G,162349,IgM+,RM44715WK120IGM,44715,120,mu,Illumina MiSeq,44715,RM44715WK120MH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:30:00Z,1,RM44715WK120MH2,missing,SRP512417,missing
SRR29319390,missing,AMPLICON,604,1021868340,PRJNA1121265,SAMN41745447,Model organism or animal,564793320,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836052,uncalculated,uncalculated,missing,3,17,heavy,210817_M05588_0446_000000000-JVCHG,559000,IgM+,RM41328WK72IGM,41328,72,mu,Illumina MiSeq,41328,RM41328WK72MH3,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM41328WK72MH3,missing,SRP512417,missing
SRR29319394,missing,AMPLICON,602,1440102594,PRJNA1121265,SAMN41745443,Model organism or animal,1057930910,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836048,uncalculated,uncalculated,missing,5,8,light,210611_M05588_0423_000000000-JHYVH,229000,IgM+,RM42056WK72IGM,42056,72,kappa,Illumina MiSeq,42056,RM42056WK72MK,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM42056WK72MK,missing,SRP512417,missing
SRR29319395,missing,AMPLICON,604,1128552860,PRJNA1121265,SAMN41745407,Model organism or animal,641711348,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836047,uncalculated,uncalculated,missing,3,18,heavy,200911_M00281_0631_000000000-J6446,120000,IgG+,RM6561WK104IGG,6561,104,gamma,Illumina MiSeq,6561,RM6561WK104GH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM6561WK104GH2,missing,SRP512417,missing
SRR29319399,missing,AMPLICON,605,2182393510,PRJNA1121265,SAMN41745439,Model organism or animal,1384010275,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836043,uncalculated,uncalculated,missing,2,19,heavy,210617_M05588_0426_000000000-JRJ2R,101000,IgG+,RM42056WK72IGG,42056,72,gamma,Illumina MiSeq,42056,RM42056WK72GH,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:31:00Z,1,RM42056WK72GH,missing,SRP512417,missing
SRR29319400,missing,AMPLICON,604,5343347608,PRJNA1121265,SAMN41745438,Model organism or animal,3403826087,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836042,uncalculated,uncalculated,missing,8,14,light,210521_M00281_0029_000000000-JMH9D,658000,IgM+,RMT646WK16IGM,T646,16,lambda,Illumina MiSeq,T646,RMT646WK16ML2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:36:00Z,1,RMT646WK16ML2,missing,SRP512417,missing
SRR29319401,missing,AMPLICON,605,6556973060,PRJNA1121265,SAMN41745437,Model organism or animal,3889611345,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836041,uncalculated,uncalculated,missing,7,18,heavy,210519_M05588_0415_000000000-JHYMH,658000,IgM+,RMT646WK16IGM,T646,16,mu,Illumina MiSeq,T646,RMT646WK16MH2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:33:00Z,1,RMT646WK16MH2,missing,SRP512417,missing
SRR29319402,missing,AMPLICON,603,5376815928,PRJNA1121265,SAMN41745436,Model organism or animal,3318816488,UNIVERSITY OF PENNSYLVANIA,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24836040,uncalculated,uncalculated,missing,4,12,light,210514_M05588_0413_000000000-JHYWC,559000,IgM+,RM41328WK72IGM,41328,72,lambda,Illumina MiSeq,41328,RM41328WK72ML2,PAIRED,RACE,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2025-07-15T00:00:00Z,2024-06-07T12:36:00Z,1,RM41328WK72ML2,missing,SRP512417,missing
